School Name,Type,Major,Description,1 Year,4 Years,5 Years
Walsh University,"Private, nonprofit",Education,Bachelor's Degree,34355,36938,38041
Mississippi University for Women,Public,Education,Bachelor's Degree,36812,36369,38035
Berea College,"Private, nonprofit",Education,Bachelor's Degree,21709,33882,38004
Northwest Missouri State University,Public,Education,Bachelor's Degree,37066,36401,37924
William Carey University,"Private, nonprofit",Education,Bachelor's Degree,39520,36698,37882
Missouri State University-Springfield,Public,Education,Bachelor's Degree,34255,33431,37702
Campbellsville University,"Private, nonprofit",Education,Bachelor's Degree,36469,32322,37504
Morehead State University,Public,Education,Bachelor's Degree,36198,32501,37421
University of Central Missouri,Public,Education,Bachelor's Degree,34392,33943,37234
Southwest Baptist University,"Private, nonprofit",Education,Bachelor's Degree,27348,30284,36857
Brigham Young University-Idaho,"Private, nonprofit",Education,Bachelor's Degree,41342,36811,36818
Brigham Young University,"Private, nonprofit",Education,Bachelor's Degree,42475,36968,36698
Ashford University,"Private, for-profit",Education,Bachelor's Degree,33594,31787,36290
Drury University,"Private, nonprofit",Education,Bachelor's Degree,31726,32827,35839
Drury University-College of Continuing Professional Studies,"Private, nonprofit",Education,Bachelor's Degree,31726,32827,35839
Belmont Abbey College,"Private, nonprofit",Education,Bachelor's Degree,30966,27947,35676
Central Methodist University-College of Graduate and Extended Studies,"Private, nonprofit",Education,Bachelor's Degree,32393,31597,35263
Central Methodist University-College of Liberal Arts and Sciences,"Private, nonprofit",Education,Bachelor's Degree,32393,31597,35263
Purdue University Global,Public,Education,Bachelor's Degree,21819,28654,34923
Franciscan University of Steubenville,"Private, nonprofit",Education,Bachelor's Degree,35050,32990,34640
Southeast Missouri State University,Public,Education,Bachelor's Degree,33760,31412,34503
Lee University,"Private, nonprofit",Education,Bachelor's Degree,26676,29370,34307
Carlow University,"Private, nonprofit",Education,Bachelor's Degree,34215,29616,33935
Albany State University,Public,Education,Bachelor's Degree,28034,28916,33826
University of Missouri-St Louis,Public,Education,Bachelor's Degree,30096,28577,33199
Hannibal-LaGrange University,"Private, nonprofit",Education,Bachelor's Degree,32927,29760,32301
Central Methodist University-College of Liberal Arts and Sciences,"Private, nonprofit",Education,Bachelor's Degree,29753,30625,31842
Rust College,"Private, nonprofit",Education,Bachelor's Degree,25814,26831,31428
Inter American University of Puerto Rico-Arecibo,"Private, nonprofit",Education,Bachelor's Degree,29491,25383,31404
College of the Ozarks,"Private, nonprofit",Education,Bachelor's Degree,37042,33654,30444
Universidad Ana G. Mendez-Gurabo Campus,"Private, nonprofit",Education,Bachelor's Degree,14646,22080,29339
College of the Ozarks,"Private, nonprofit",Education,Bachelor's Degree,32676,29311,29102
Universidad Ana G. Mendez-Gurabo Campus,"Private, nonprofit",Education,Bachelor's Degree,27282,22775,28122
University of Puerto Rico-Rio Piedras,Public,Education,Bachelor's Degree,10343,25102,27848
Universidad Ana G. Mendez-Carolina Campus,"Private, nonprofit",Education,Bachelor's Degree,23945,23532,26704
University of Puerto Rico-Bayamon,Public,Education,Bachelor's Degree,11899,23649,26682
Universidad Ana G. Mendez-Cupey Campus,"Private, nonprofit",Education,Bachelor's Degree,14715,19265,24017
Universidad Ana G. Mendez-Cupey Campus,"Private, nonprofit",Education,Bachelor's Degree,21686,18826,22560
University of Puerto Rico-Mayaguez,Public,Education,Bachelor's Degree,19607,20345,21058
Duke University,"Private, nonprofit",Economics,Bachelor's Degree,98649,153139,171986
Harvard University,"Private, nonprofit",Economics,Bachelor's Degree,103993,124570,161251
University of Chicago,"Private, nonprofit",Economics,Bachelor's Degree,92075,127832,157181
Dartmouth College,"Private, nonprofit",Economics,Bachelor's Degree,94675,118120,153295
University of Pennsylvania,"Private, nonprofit",Economics,Bachelor's Degree,89097,125816,152236
Claremont McKenna College,"Private, nonprofit",Economics,Bachelor's Degree,89505,115832,151744
Williams College,"Private, nonprofit",Economics,Bachelor's Degree,80888,115082,150862
Amherst College,"Private, nonprofit",Economics,Bachelor's Degree,90568,127636,150151
Middlebury College,"Private, nonprofit",Economics,Bachelor's Degree,85879,125751,150031
Stanford University,"Private, nonprofit",Economics,Bachelor's Degree,98104,127416,148692
Washington and Lee University,"Private, nonprofit",Economics,Bachelor's Degree,71737,110050,145820
Johns Hopkins University,"Private, nonprofit",Economics,Bachelor's Degree,78181,108040,145452
Colby College,"Private, nonprofit",Economics,Bachelor's Degree,76401,102153,142245
Barnard College,"Private, nonprofit",Economics,Bachelor's Degree,85860,103309,136964
Swarthmore College,"Private, nonprofit",Economics,Bachelor's Degree,76944,105566,136021
Columbia University in the City of New York,"Private, nonprofit",Economics,Bachelor's Degree,83135,117355,134398
Carnegie Mellon University,"Private, nonprofit",Economics,Bachelor's Degree,86284,94093,132407
Pomona College,"Private, nonprofit",Economics,Bachelor's Degree,70051,100669,131742
Yale University,"Private, nonprofit",Economics,Bachelor's Degree,82617,125006,131171
Colgate University,"Private, nonprofit",Economics,Bachelor's Degree,77274,103456,130139
Cornell University,"Private, nonprofit",Economics,Bachelor's Degree,84967,107248,129667
Santa Clara University,"Private, nonprofit",Economics,Bachelor's Degree,76606,102794,128642
Vanderbilt University,"Private, nonprofit",Economics,Bachelor's Degree,84311,104258,128449
Tufts University,"Private, nonprofit",Economics,Bachelor's Degree,75125,105444,126124
Northwestern University,"Private, nonprofit",Economics,Bachelor's Degree,84932,105795,125639
University of California-Berkeley,Public,Economics,Bachelor's Degree,80446,106624,125636
Trinity College,"Private, nonprofit",Economics,Bachelor's Degree,71191,112699,123096
University of Richmond,"Private, nonprofit",Economics,Bachelor's Degree,61027,102501,122879
Bowdoin College,"Private, nonprofit",Economics,Bachelor's Degree,75867,88368,122126
University of Notre Dame,"Private, nonprofit",Economics,Bachelor's Degree,76299,100568,120257
College of the Holy Cross,"Private, nonprofit",Economics,Bachelor's Degree,69288,96461,118102
Marist College,"Private, nonprofit",Economics,Bachelor's Degree,55614,84203,117164
Union College,"Private, nonprofit",Economics,Bachelor's Degree,62846,85922,113427
Southern New Hampshire University,"Private, nonprofit",Economics,Bachelor's Degree,69807,91624,113138
Boston College,"Private, nonprofit",Economics,Bachelor's Degree,72099,93934,112774
Brown University,"Private, nonprofit",Economics,Bachelor's Degree,72064,94824,112306
Connecticut College,"Private, nonprofit",Economics,Bachelor's Degree,62732,86772,109560
Wake Forest University,"Private, nonprofit",Economics,Bachelor's Degree,56416,91751,109506
Bates College,"Private, nonprofit",Economics,Bachelor's Degree,71187,90762,108673
University of Michigan-Ann Arbor,Public,Economics,Bachelor's Degree,68416,87800,108627
Hamilton College,"Private, nonprofit",Economics,Bachelor's Degree,71350,94218,108312
Carleton College,"Private, nonprofit",Economics,Bachelor's Degree,66567,83775,107997
University of California-Santa Barbara,Public,Economics,Bachelor's Degree,66334,88311,107948
Wellesley College,"Private, nonprofit",Economics,Bachelor's Degree,86367,91749,107567
Lafayette College,"Private, nonprofit",Economics,Bachelor's Degree,68164,88504,106100
New York University,"Private, nonprofit",Economics,Bachelor's Degree,68495,87957,105120
Providence College,"Private, nonprofit",Economics,Bachelor's Degree,69364,90036,105070
Rice University,"Private, nonprofit",Economics,Bachelor's Degree,78814,88145,104828
Emory University,"Private, nonprofit",Economics,Bachelor's Degree,71340,86679,104633
George Washington University,"Private, nonprofit",Economics,Bachelor's Degree,67684,80898,104484
Gettysburg College,"Private, nonprofit",Economics,Bachelor's Degree,62925,86599,103735
Vassar College,"Private, nonprofit",Economics,Bachelor's Degree,79845,81561,103043
University of Rochester,"Private, nonprofit",Economics,Bachelor's Degree,63475,86785,102906
Bucknell University,"Private, nonprofit",Economics,Bachelor's Degree,70946,79134,101580
University of California-Los Angeles,Public,Economics,Bachelor's Degree,62091,81475,100784
Sonoma State University,Public,Economics,Bachelor's Degree,53825,78350,100594
Pace University,"Private, nonprofit",Economics,Bachelor's Degree,51426,84209,100496
Brandeis University,"Private, nonprofit",Economics,Bachelor's Degree,57299,87870,100387
Villanova University,"Private, nonprofit",Economics,Bachelor's Degree,67065,88087,100245
Brigham Young University,"Private, nonprofit",Economics,Bachelor's Degree,63332,81529,98908
University of Southern California,"Private, nonprofit",Economics,Bachelor's Degree,57060,76486,98555
Northeastern University,"Private, nonprofit",Economics,Bachelor's Degree,70531,81504,98280
DePauw University,"Private, nonprofit",Economics,Bachelor's Degree,63395,87437,97814
Fairfield University,"Private, nonprofit",Economics,Bachelor's Degree,74023,81906,97565
Drexel University,"Private, nonprofit",Economics,Bachelor's Degree,70967,83676,97544
Macalester College,"Private, nonprofit",Economics,Bachelor's Degree,59752,83794,97301
St. John's University-New York,"Private, nonprofit",Economics,Bachelor's Degree,45301,76529,97273
The University of Texas at Austin,Public,Economics,Bachelor's Degree,58717,81620,97244
Southern Methodist University,"Private, nonprofit",Economics,Bachelor's Degree,71630,74491,96927
Creighton University,"Private, nonprofit",Economics,Bachelor's Degree,54827,76895,96817
University of North Carolina at Chapel Hill,Public,Economics,Bachelor's Degree,65344,79084,96785
James Madison University,Public,Economics,Bachelor's Degree,62286,86390,96390
University of Virginia-Main Campus,Public,Economics,Bachelor's Degree,74958,80369,95941
Elon University,"Private, nonprofit",Economics,Bachelor's Degree,69298,73684,95431
Gonzaga University,"Private, nonprofit",Economics,Bachelor's Degree,44845,77846,93627
Oberlin College,"Private, nonprofit",Economics,Bachelor's Degree,61713,64495,93318
University of Washington-Seattle Campus,Public,Economics,Bachelor's Degree,53934,74130,92399
Whitman College,"Private, nonprofit",Economics,Bachelor's Degree,46832,74766,92363
Miami University-Oxford,Public,Economics,Bachelor's Degree,57379,80452,92113
University of Massachusetts-Amherst,Public,Economics,Bachelor's Degree,52309,79490,91255
University of Illinois Urbana-Champaign,Public,Economics,Bachelor's Degree,58921,75600,91191
Gustavus Adolphus College,"Private, nonprofit",Economics,Bachelor's Degree,52439,63259,90545
Washington State University,Public,Economics,Bachelor's Degree,39762,73907,90097
Fordham University,"Private, nonprofit",Economics,Bachelor's Degree,55020,77636,90012
Drew University,"Private, nonprofit",Economics,Bachelor's Degree,33639,75352,89492
California Polytechnic State University-San Luis Obispo,Public,Economics,Bachelor's Degree,67501,76499,89394
Tulane University of Louisiana,"Private, nonprofit",Economics,Bachelor's Degree,46386,77364,89211
SUNY College at Geneseo,Public,Economics,Bachelor's Degree,48691,74334,89088
Rollins College,"Private, nonprofit",Economics,Bachelor's Degree,36115,69175,88988
Boston University,"Private, nonprofit",Economics,Bachelor's Degree,55733,77424,88959
Trinity University,"Private, nonprofit",Economics,Bachelor's Degree,57482,72862,88904
Binghamton University,Public,Economics,Bachelor's Degree,48120,74087,88616
University of California-Santa Cruz,Public,Economics,Bachelor's Degree,50518,73904,88583
Utah State University,Public,Economics,Bachelor's Degree,60472,73167,88162
Dickinson College,"Private, nonprofit",Economics,Bachelor's Degree,53990,67032,87865
Rutgers University-Camden,Public,Economics,Bachelor's Degree,51848,78565,87743
Rutgers University-New Brunswick,Public,Economics,Bachelor's Degree,51848,78565,87743
Rutgers University-Newark,Public,Economics,Bachelor's Degree,51848,78565,87743
The Pennsylvania State University,Public,Economics,Bachelor's Degree,55418,75421,87517
University of Maryland-College Park,Public,Economics,Bachelor's Degree,58650,72814,86897
William & Mary,Public,Economics,Bachelor's Degree,65603,72419,86782
Virginia Polytechnic Institute and State University,Public,Economics,Bachelor's Degree,56261,75051,86760
